"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that the authentication cookie is completely removed from the browser.
        ","670","Session cookie is cleared upon logout","tests","Fri Apr 03 05:39:39 UTC 2026","passed","Fri Apr 03 05:39:39 UTC 2026","TestLogout","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","327","Case Sensitivity Test: Swapped Username Case","tests","Fri Apr 03 05:39:31 UTC 2026","passed","Fri Apr 03 05:39:32 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","365","Standard user logs in successfully","tests","Fri Apr 03 05:39:26 UTC 2026","passed","Fri Apr 03 05:39:27 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","320","Negative Test: Wrong Password","tests","Fri Apr 03 05:39:28 UTC 2026","passed","Fri Apr 03 05:39:29 UTC 2026","TestLogin","test_auth","",""
"Verify that the inventory items can be correctly sorted by name.","110","Verify items can be sorted by name (Z to A)","tests","Fri Apr 03 05:39:51 UTC 2026","passed","Fri Apr 03 05:39:51 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that clicking a product name or image opens its detail page.","103","Clicking an item image navigates to the Product Detail Page","tests","Fri Apr 03 05:39:53 UTC 2026","passed","Fri Apr 03 05:39:53 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Dynamically fetch all items on the page and verify their navigation.","1131","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Fri Apr 03 05:39:54 UTC 2026","passed","Fri Apr 03 05:39:55 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by price.","114","Verify items can be sorted by price (High to Low)","tests","Fri Apr 03 05:39:48 UTC 2026","passed","Fri Apr 03 05:39:49 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1187","Removing an item updates the cart badge count","tests","Fri Apr 03 05:39:45 UTC 2026","passed","Fri Apr 03 05:39:46 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","101","Adding an item updates the cart badge count","tests","Fri Apr 03 05:39:44 UTC 2026","passed","Fri Apr 03 05:39:44 UTC 2026","TestInventoryInteractions","test_inventory","",""
