"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","461","Standard user logs in successfully","tests","Thu Apr 02 04:49:10 UTC 2026","passed","Thu Apr 02 04:49:11 UTC 2026","TestLogin","test_auth","",""
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","422","Case Sensitivity Test: Swapped Username Case","tests","Thu Apr 02 04:49:18 UTC 2026","passed","Thu Apr 02 04:49:18 UTC 2026","TestLogin","test_auth","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","193","Verify redirection to login page after session expiration","tests","Thu Apr 02 04:49:34 UTC 2026","passed","Thu Apr 02 04:49:34 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","10746","Browser back button does not restore active session","tests","Thu Apr 02 04:49:40 UTC 2026","passed","Thu Apr 02 04:49:51 UTC 2026","TestLogout","test_auth","",""
"
        Verify that the authentication cookie is completely removed from the browser.
        ","639","Session cookie is cleared upon logout","tests","Thu Apr 02 04:49:38 UTC 2026","passed","Thu Apr 02 04:49:39 UTC 2026","TestLogout","test_auth","",""
"
        Verify that a logged-in user can successfully log out via the sidebar menu.
        ","646","User logs out successfully from the main page","tests","Thu Apr 02 04:49:36 UTC 2026","passed","Thu Apr 02 04:49:36 UTC 2026","TestLogout","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","634","Session persists across multiple tabs","tests","Thu Apr 02 04:49:32 UTC 2026","passed","Thu Apr 02 04:49:33 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","138","Clicking an item name navigates to the Product Detail Page","tests","Thu Apr 02 04:50:06 UTC 2026","passed","Thu Apr 02 04:50:06 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1202","Removing an item updates the cart badge count","tests","Thu Apr 02 04:49:56 UTC 2026","passed","Thu Apr 02 04:49:58 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by price.","125","Verify items can be sorted by price (High to Low)","tests","Thu Apr 02 04:50:01 UTC 2026","passed","Thu Apr 02 04:50:01 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by name.","123","Verify items can be sorted by name (Z to A)","tests","Thu Apr 02 04:50:04 UTC 2026","passed","Thu Apr 02 04:50:04 UTC 2026","TestInventoryInteractions","test_inventory","",""
