"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that removing an item correctly decrements/removes the header cart badge.","1207","Removing an item updates the cart badge count","tests","Thu Apr 02 06:09:58 UTC 2026","passed","Thu Apr 02 06:09:59 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","142","Verify redirection to login page after session expiration","tests","Thu Apr 02 06:09:38 UTC 2026","passed","Thu Apr 02 06:09:38 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","313","Negative Test: Wrong Password","tests","Thu Apr 02 06:09:21 UTC 2026","passed","Thu Apr 02 06:09:21 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","125","Clicking an item image navigates to the Product Detail Page","tests","Thu Apr 02 06:10:06 UTC 2026","passed","Thu Apr 02 06:10:06 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by price.","122","Verify items can be sorted by price (Low to High)","tests","Thu Apr 02 06:10:00 UTC 2026","passed","Thu Apr 02 06:10:00 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by name.","118","Verify items can be sorted by name (Z to A)","tests","Thu Apr 02 06:10:04 UTC 2026","passed","Thu Apr 02 06:10:04 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","341","Standard user logs in successfully","tests","Thu Apr 02 06:09:19 UTC 2026","passed","Thu Apr 02 06:09:19 UTC 2026","TestLogin","test_auth","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","877","Multi-tab session sync upon logout","tests","Thu Apr 02 06:09:54 UTC 2026","passed","Thu Apr 02 06:09:55 UTC 2026","TestLogout","test_auth","",""
"
        Verify that an unauthenticated user cannot directly access the inventory page via URL.
        ","10327","Prevent direct access to inventory without authentication","tests","Thu Apr 02 06:09:26 UTC 2026","passed","Thu Apr 02 06:09:36 UTC 2026","TestLogin","test_auth","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","464","Session persists across multiple tabs","tests","Thu Apr 02 06:09:37 UTC 2026","passed","Thu Apr 02 06:09:37 UTC 2026","TestLogin","test_auth","",""
