"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that login fails if the casing of the username or password is incorrect.
        ","318","Case Sensitivity Test: Swapped Username Case","tests","Wed Apr 08 03:11:58 UTC 2026","passed","Wed Apr 08 03:11:59 UTC 2026","TestLogin","test_auth","",""
"
        Verify that the authentication cookie is completely removed from the browser.
        ","663","Session cookie is cleared upon logout","tests","Wed Apr 08 03:12:07 UTC 2026","passed","Wed Apr 08 03:12:07 UTC 2026","TestLogout","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","312","Negative Test: Wrong Password","tests","Wed Apr 08 03:11:55 UTC 2026","passed","Wed Apr 08 03:11:56 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","705","Browser back button does not restore active session","tests","Wed Apr 08 03:12:08 UTC 2026","passed","Wed Apr 08 03:12:09 UTC 2026","TestLogout","test_auth","",""
"
        Simulate a session timeout by clearing browser cookies and verify the system
        denies access to protected pages.
        ","124","Verify redirection to login page after session expiration","tests","Wed Apr 08 03:12:04 UTC 2026","passed","Wed Apr 08 03:12:04 UTC 2026","TestLogin","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","105","Clicking an item name navigates to the Product Detail Page","tests","Wed Apr 08 03:12:20 UTC 2026","passed","Wed Apr 08 03:12:20 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Dynamically fetch all items on the page and verify their navigation.","1081","Dynamic Exhaustive Test: Verify all visible items can navigate to PDP","tests","Wed Apr 08 03:12:23 UTC 2026","passed","Wed Apr 08 03:12:24 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1182","Removing an item updates the cart badge count","tests","Wed Apr 08 03:12:13 UTC 2026","passed","Wed Apr 08 03:12:14 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that clicking a product name or image opens its detail page.","104","Clicking an item image navigates to the Product Detail Page","tests","Wed Apr 08 03:12:21 UTC 2026","passed","Wed Apr 08 03:12:21 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that once a user is logged in, opening a new tab and navigating
        to the app retains the logged-in state without requiring re-authentication.
        ","426","Session persists across multiple tabs","tests","Wed Apr 08 03:12:01 UTC 2026","passed","Wed Apr 08 03:12:01 UTC 2026","TestLogin","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","317","Negative Test: Non-existent Account","tests","Wed Apr 08 03:11:57 UTC 2026","passed","Wed Apr 08 03:11:58 UTC 2026","TestLogin","test_auth","",""
