"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verify that the authentication cookie is completely removed from the browser.
        ","682","Session cookie is cleared upon logout","tests","Fri Apr 03 05:12:48 UTC 2026","passed","Fri Apr 03 05:12:49 UTC 2026","TestLogout","test_auth","",""
"Verify that clicking a product name or image opens its detail page.","105","Clicking an item name navigates to the Product Detail Page","tests","Fri Apr 03 05:13:11 UTC 2026","passed","Fri Apr 03 05:13:11 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify that a logged-in user can successfully log out via the sidebar menu.
        ","690","User logs out successfully from the main page","tests","Fri Apr 03 05:12:46 UTC 2026","passed","Fri Apr 03 05:12:47 UTC 2026","TestLogout","test_auth","",""
"
        Verify that logging out in one tab invalidates the session in all other open tabs.
        ","876","Multi-tab session sync upon logout","tests","Fri Apr 03 05:13:02 UTC 2026","passed","Fri Apr 03 05:13:03 UTC 2026","TestLogout","test_auth","",""
"
        Verify that a standard user can log in with valid credentials
        and is redirected to the Inventory Page.
        ","341","Standard user logs in successfully","tests","Fri Apr 03 05:12:26 UTC 2026","passed","Fri Apr 03 05:12:27 UTC 2026","TestLogin","test_auth","",""
"Verify that no broken images are displayed on the inventory page.","77","Verify all product images load successfully without broken links","tests","Fri Apr 03 05:13:15 UTC 2026","passed","Fri Apr 03 05:13:15 UTC 2026","TestInventoryInteractions","test_inventory","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","293","Negative Test: Empty Account","tests","Fri Apr 03 05:12:29 UTC 2026","passed","Fri Apr 03 05:12:29 UTC 2026","TestLogin","test_auth","",""
"
        Verify that a user cannot navigate back to a protected page using the browser's
        back button after logging out.
        ","10783","Browser back button does not restore active session","tests","Fri Apr 03 05:12:50 UTC 2026","passed","Fri Apr 03 05:13:01 UTC 2026","TestLogout","test_auth","",""
"
        Verify various negative login scenarios and ensure the correct error message is displayed.
        ","308","Negative Test: Non-existent Account","tests","Fri Apr 03 05:12:30 UTC 2026","passed","Fri Apr 03 05:12:30 UTC 2026","TestLogin","test_auth","",""
"Verify that removing an item correctly decrements/removes the header cart badge.","1188","Removing an item updates the cart badge count","tests","Fri Apr 03 05:13:05 UTC 2026","passed","Fri Apr 03 05:13:06 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that adding a single item correctly updates the header cart badge to 1.","98","Adding an item updates the cart badge count","tests","Fri Apr 03 05:13:03 UTC 2026","passed","Fri Apr 03 05:13:04 UTC 2026","TestInventoryInteractions","test_inventory","",""
"Verify that the inventory items can be correctly sorted by price.","109","Verify items can be sorted by price (Low to High)","tests","Fri Apr 03 05:13:07 UTC 2026","passed","Fri Apr 03 05:13:07 UTC 2026","TestInventoryInteractions","test_inventory","",""
